"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","phylum","class","order","family","genus","abund_value","abund_unit","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"157317","occ","","","13949","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Pleistocene","","2.588","0.0117","6175","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-97.900002","18.616667","MX","Puebla","","estimated from map","minutes","outcrop","""one kilometer east of Road 455 that connects La Colorada and Tepexi de Rodriquez. On the southern bank of the Rio Axamilpa..."""
"194177","occ","","","19913","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Blancan","","4.9","1.8","2841","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-118.000000","43.000000","US","Idaho","Owyhee","based on political unit","1","small collection","SW side of Jackass Butte, near Grand View"
"195967","occ","","","20137","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","3081","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-100.495201","37.047699","US","Kansas","Meade","stated in text","4","outcrop","""SE1/4SE1/4 sec. 32, T. 34 S., R. 29 W., XI Ranch, Meade County"""
"196029","occ","","","20143","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2419","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-98.099998","40.200001","US","Nebraska","Nuckolls","based on political unit","1","small collection",""
"196055","occ","9190","","20148","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2391","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-100.900002","37.099998","US","Kansas","Seward","based on political unit","1","","1.5 mi E of Arkalon Station"
"196127","occ","","","20157","Mammuthus cf. columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","3211","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-100.500000","36.799999","US","Oklahoma","Beaver","based on political unit","1","","4.5 mi N and 1 mi W of Gate"
"196136","occ","","","20158","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2780","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-99.199997","43.799999","US","South Dakota","Brule","based on political unit","1","small collection",""
"196139","occ","","","20161","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","1395","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.099998","32.900002","US","California","San Diego","based on political unit","1","",""
"196167","occ","","","20163","Mammuthus cf. imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","6202","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.900002","35.000000","US","Texas","Randall","based on political unit","1","","Newton Harrell/Bill Howse Ranch, 8 km S and 18 km E of Canyon"
"196411","occ","","","20201","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2725","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","33.900002","US","California","Riverside","based on political unit","1","small collection",""
"196426","occ","","","20205","cf. Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2725","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","33.900002","US","California","Riverside","based on political unit","1","small collection",""
"196440","occ","","","20206","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2725","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","33.900002","US","California","Riverside","based on political unit","1","small collection",""
"196496","occ","","","20214","cf. Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2725","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","33.900002","US","California","Riverside","based on political unit","1","small collection",""
"196615","occ","","","20260","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2725","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","33.900002","US","California","Riverside","based on political unit","1","small collection",""
"196626","occ","","","20268","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2725","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","33.900002","US","California","Riverside","based on political unit","1","small collection",""
"196638","occ","","","20272","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","34.799999","US","California","San Bernardino","based on political unit","1","",""
"196649","occ","","","20273","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2016","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","37","specimens","-117.000000","34.799999","US","California","San Bernardino","based on political unit","1","","E of Yermo"
"196741","occ","9308","","20283","Mammuthus cf. hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-102.300003","21.799999","MX","Aguascalientes","","based on nearby landmark","1","","SE of Aguascalientes"
"196788","occ","","","20288","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","6202","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-100.099998","34.500000","US","Texas","Childress","based on political unit","1","","15 km NW of Childress"
"196826","occ","","","20289","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2436","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.070274","28.799168","US","Florida","Sumter","based on nearby landmark","seconds","outcrop","Dixie Lime and Stone Corporation's Coleman II mine, near Coleman, Sumter County, Florida (SE 1/4, NW 1/4, Sec. 7, T 20 S, R 23 E"""
"196938","occ","","","20295","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1907","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-100.300003","37.200001","US","Kansas","Meade","based on political unit","1","small collection",""
"196958","occ","","","20297","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2773","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-147.800003","64.800003","US","Alaska","Fairbanks North Star","based on political unit","1","","Fairbanks<br>county assignment uncertain"
"197019","occ","","","20301","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2741","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-100.300003","37.200001","US","Kansas","Meade","based on political unit","1","",""
"197179","occ","","","20309","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","3216","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-99.900002","36.700001","US","Oklahoma","Harper","based on political unit","1","","9 mi W of Buffalo"
"197189","occ","","","20310","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","4222","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-105.800003","46.400002","US","Montana","Custer","based on political unit","1","","north of Miles City"
"197231","occ","","","20317","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","31770","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-106.576942","52.206112","CA","Saskatchewan","","stated in text","seconds","outcrop","""near the southeast corner of section 25, township 37, range 5, W. 3rd. Meridian. This is 3 miles north of Sutherland railway station and 6 miles northeast of the center of Saskatoon"" in ""a low, rounded hill rising about 15 feet above the surrounding prairie level"""
"197259","occ","9438","","20318","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-99.800003","34.000000","US","Texas","Foard","based on political unit","1","",""
"197303","occ","","","20322","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Blancan","","4.9","1.8","2245","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-114.500000","31.700001","MX","Sonora","","based on nearby landmark","1","","mouth of Colorado River"
"197333","occ","","","20323","Mammuthus cf. imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","Rancholabrean","1.8","0.012","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.800003","33.599998","US","California","Orange","based on political unit","1","","Ralph Clark Regional Park, Fullerton"
"197343","occ","","","20324","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","Rancholabrean","1.8","0.012","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","34.799999","US","California","San Bernardino","based on political unit","1","small collection","Victorville"
"197366","occ","","","20327","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","1400","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-120.195831","37.056667","US","California","Madera","stated in text","seconds","small collection","south of Chowchilla; 34 Miles north of Fresno"
"197418","occ","","","20339","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1794","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-106.199997","35.500000","US","New Mexico","Santa Fe","based on political unit","1","","1 mi SW of Galisteo"
"197453","occ","9478","","20342","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-99.500000","33.750000","US","Texas","Knox and Baylor","based on political unit","2","",""
"197466","occ","9486","","20343","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","3574","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-115.699997","43.000000","US","Idaho","Elmore","based on political unit","1","","2 mi SE of Glenns Ferry"
"197484","occ","","","20346","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2772","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-147.800003","64.800003","US","Alaska","Fairbanks North Star","based on political unit","1","","Fairbanks<br>county assignment uncertain"
"197504","occ","","","20347","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1916","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-102.500000","42.700001","US","Nebraska","Sheridan","based on political unit","1","small collection",""
"197601","occ","","","20353","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","3099","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-97.599998","38.299999","US","Kansas","McPherson","based on political unit","1","",""
"197706","occ","","","20373","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","4222","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-110.000000","48.799999","US","Montana","Hill","based on political unit","1","","Havre"
"197723","occ","","","20375","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1916","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-102.500000","42.700001","US","Nebraska","Sheridan","based on political unit","1","small collection",""
"197738","occ","","","20379","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2407","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-98.500000","40.599998","US","Nebraska","Adams","based on political unit","1","",""
"197744","occ","","","20381","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2407","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-98.099998","40.500000","US","Nebraska","Clay","based on political unit","1","","junction of Highway 74 and S-18E"
"197750","occ","9550","","20382","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-98.900002","34.400002","US","Oklahoma","Tillman","based on political unit","1","","1 mi N of Frederick"
"197846","occ","","","20386","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2854","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.099998","32.900002","US","California","San Diego","based on political unit","1","",""
"197862","occ","","","20387","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","3014","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-121.959999","37.529999","US","California","Alameda","based on political unit","2","small collection",""
"197925","occ","","","20390","Mammuthus cf. columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1912","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-98.099998","38.700001","US","Kansas","Ellsworth","based on political unit","1","",""
"197960","occ","9605","","20396","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","2299","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-106.699997","32.000000","US","New Mexico","Dona Ana","based on political unit","1","","north of Las Cruces, Mesilla Basin"
"197967","occ","9607","","20397","Mammuthus cf. hayi","species","47876","","Mammuthus hayi","species","44254","Blancan","Irvingtonian","4.9","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-106.699997","32.000000","US","New Mexico","Dona Ana","based on political unit","1","small collection",""
"198017","occ","9623","","20400","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","3574","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.500000","27.700001","US","Florida","Hillsborough","stated in text","minutes","","7 km SW of Ruskin"
"198024","occ","","","20401","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","1960","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.500000","27.700001","US","Florida","Hillsborough","based on political unit","minutes","",""
"198048","occ","","","20403","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","1960","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.500000","27.700001","US","Florida","Hillsborough","based on political unit","minutes","",""
"198075","occ","9633","","20409","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","939","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.099998","32.900002","US","California","San Diego","based on political unit","1","","Borrego Badlands<br>county assignment uncertain"
"198076","occ","9634","","20409","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","939","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.099998","32.900002","US","California","San Diego","based on political unit","1","","Borrego Badlands<br>county assignment uncertain"
"198091","occ","","","20411","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","3083","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.300003","34.500000","US","Texas","Briscoe","based on political unit","1","",""
"198094","occ","","","20412","Mammuthus cf. imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","3083","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.300003","34.500000","US","Texas","Briscoe","based on political unit","1","",""
"198141","occ","","","20418","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1200","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-110.699997","50.099998","CA","Alberta","","based on nearby landmark","1","small collection",""
"198152","occ","9647","","20420","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-99.800003","34.000000","US","Texas","Foard","based on political unit","1","",""
"198154","occ","","","20421","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2870","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-124.199997","40.799999","US","California","Humboldt","based on political unit","1","small collection","near Eureka"
"198218","occ","","","20428","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2772","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-150.100006","65.099998","US","Alaska","Yukon-Koyukuk","based on political unit","1","",""
"198237","occ","","","20432","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","3574","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-140.000000","68.199997","CA","Yukon","","based on nearby landmark","1","small collection",""
"198255","occ","","","20434","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2048","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-140.000000","68.199997","CA","Yukon","","based on nearby landmark","1","small collection",""
"198260","occ","","","20435","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2048","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-140.000000","68.199997","CA","Yukon","","based on nearby landmark","1","small collection",""
"198266","occ","","","20436","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2048","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-140.000000","68.199997","CA","Yukon","","based on nearby landmark","1","small collection",""
"198295","occ","","","20440","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Rancholabrean","","0.3","0.012","2050","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.800003","27.799999","US","Florida","Pinellas","based on political unit","1","small collection","1 km NE of Safety Harbor"
"198296","occ","","","20441","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Rancholabrean","","0.3","0.012","2050","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.800003","27.799999","US","Florida","Pinellas","based on political unit","1","small collection",""
"198347","occ","","","20452","Mammuthus cf. columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2725","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","33.900002","US","California","Riverside","based on political unit","1","small collection",""
"198367","occ","9676","","20454","Mammuthus cf. hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","33.900002","US","California","Riverside","based on political unit","1","small collection",""
"198449","occ","","","20475","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","2615","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-81.800003","27.900000","US","Florida","Polk","based on political unit","1","",""
"198551","occ","9719","","20482","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.000000","26.900000","US","Florida","Charlotte","based on political unit","1","","Alligator Creek"
"198567","occ","","","20487","Mammuthus ? sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","Rancholabrean","1.8","0.012","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","33.900002","US","California","Riverside","based on political unit","1","small collection",""
"198619","occ","","","20491","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Rancholabrean","","0.3","0.012","3580","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.300003","29.100000","US","Florida","Marion","based on political unit","1","small collection","1.3 km SE of Reddick"
"198661","occ","","","20495","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Rancholabrean","","0.3","0.012","19165","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-109.650002","29.683332","MX","Sonora","","stated in text","minutes","local area","""along the Río Moctezume... between San Clemente de Terapa and El Llano, 13 km south of Moctezuma""; fossils are from ""approximately 20 sublocalities"""
"198677","occ","9741","","20498","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.300003","34.500000","US","Texas","Briscoe","based on political unit","1","",""
"198700","occ","","","20500","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1916","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-102.500000","42.700001","US","Nebraska","Sheridan","based on political unit","1","small collection",""
"198853","occ","","","20516","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","3099","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-97.599998","38.299999","US","Kansas","McPherson","based on political unit","1","",""
"198859","occ","","","20518","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","1794","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-108.800003","33.500000","US","New Mexico","Catron","based on political unit","1","",""
"198879","occ","","","20520","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","3567","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-82.599998","29.700001","US","Florida","Gilchrist","based on political unit","1","small collection",""
"198891","occ","9775","","20522","Mammuthus imperator ?","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","939","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","1","specimens","-117.000000","33.900002","US","California","Riverside","based on political unit","1","",""
"198913","occ","","","20527","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.900002","36.099998","US","California","Inyo","based on political unit","1","small collection","W of Tecopa and Tecopa Hot Springs"
"198957","occ","9790","","20530","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","6202","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.900002","33.700001","US","Texas","Lubbock","based on political unit","1","small collection","Yellowhouse Canyon, 7.6 km NE of Slaton"
"198978","occ","","","20533","Elephas columbi","species","46017","recombined as","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","1302","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-99.800003","34.000000","US","Texas","Foard","based on political unit","1","",""
"198991","occ","","","20538","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2392","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-110.099998","35.799999","US","Arizona","Navajo","based on political unit","1","","0.15 km N of Taylor, W of Arizona Highway 77"
"198999","occ","19149","","20540","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Blancan","","4.9","1.8","23541","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-116.250000","36.000000","US","California","Inyo","estimated from map","minutes","local area","W of Tecopa and Tecopa Hot Springs\nmultiple collections from ""a restricted area in the southeastern portion of the basin"" that is shown on a map (Whistler and Webb 2005)"
"199004","occ","","","20542","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","Rancholabrean","1.8","0.012","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","34.799999","US","California","San Bernardino","based on political unit","1","small collection","Victorville"
"199009","occ","","","20543","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","2391","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-122.500000","37.700001","US","California","San Mateo","based on political unit","1","small collection","near San Francisco"
"199011","occ","","","20545","Mammuthus primigenius","species","47880","","Mammuthus primigenius","species","46027","Irvingtonian","","1.8","0.3","4222","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-111.000000","47.200001","US","Montana","Cascade","based on political unit","1","","north of Fort Peck"
"199012","occ","9805","","20546","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","6294","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-106.800003","35.099998","US","New Mexico","Bernalillo","based on political unit","1","small collection",""
"199013","occ","","","20547","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2320","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-106.800003","35.099998","US","New Mexico","Bernalillo","based on political unit","1","small collection",""
"199016","occ","","","20549","Mammuthus imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","2320","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-106.800003","35.099998","US","New Mexico","Bernalillo","based on political unit","1","small collection",""
"199026","occ","","","20553","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","3799","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-98.800003","38.900002","US","Kansas","Russell","based on political unit","1","small collection","Smoky Hill River"
"199077","occ","","","20556","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","","1.8","0.3","2896","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-96.000000","42.000000","US","Iowa","Monona","based on political unit","1","",""
"199143","occ","","","20561","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Irvingtonian","Rancholabrean","1.8","0.012","2018","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-117.000000","34.799999","US","California","San Bernardino","based on political unit","1","small collection","Victorville"
"199165","occ","","","20563","Mammuthus hayi","species","47876","","Mammuthus hayi","species","44254","Irvingtonian","","1.8","0.3","1200","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-107.900002","50.700001","CA","Saskatchewan","","based on nearby landmark","1","","coordinates provided by Harington 1978"
"199197","occ","","","20568","Mammuthus cf. imperator","species","47877","subjective synonym of","Mammuthus columbi","species","46017","Irvingtonian","","1.8","0.3","6202","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-101.900002","35.000000","US","Texas","Randall","based on political unit","1","small collection","Newton Harrell/Bill Howse Ranch, 6.4 km S and 19 km E of Canyon"
"199225","occ","9846","","20569","Mammuthus columbi","species","47873","","Mammuthus columbi","species","46017","Late Pleistocene","","0.126","0.0117","6225","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-112.900002","42.799999","US","Idaho","Power","based on political unit","1","",""
"199323","occ","","","20576","Mammuthus sp.","genus","43266","","Mammuthus","genus","43266","Late Pleistocene","","0.126","0.0117","1785","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-110.199997","50.900002","CA","Alberta","","based on nearby landmark","1","","Red Deer River"
"199325","occ","","","20577","Mammuthus primigenius","species","47880","","Mammuthus primigenius","species","46027","Late Pleistocene","","0.126","0.0117","2654","Chordata","Mammalia","Proboscidea","Elephantidae","Mammuthus","","","-94.199997","56.500000","CA","Manitoba","","based on nearby landmark","1","","Limestone River, Hudson Bay Lowland"
